num,rmssma,rmse,rmssini,m,g,s
8833,0.0000002,0.0000887,0.0000303,0.000010,0.003528,0.007156
8834,0.0000092,0.0000126,0.0000145,0.000339,0.031816,0.002479
8835,0.0002523,0.0000869,0.0000181,0.007818,0.623001,0.007531
8836,0.0000002,0.0000135,0.0000511,0.000008,0.010537,0.004851
8837,0.0000695,0.0003241,0.0019504,0.005092,0.050229,0.021878
8838,0.0002394,0.0001477,0.0000522,0.008387,0.156619,0.013825
8839,0.0001177,0.0001414,0.0000032,0.003912,0.041495,0.019248
8840,0.0000002,0.0013227,0.0014774,0.000018,0.022501,0.016513
8841,0.0000001,0.0003106,0.0001001,0.000010,0.005833,0.017142
8842,0.0001662,0.0024562,0.0006117,0.009066,0.092754,0.212344
8843,0.0000308,0.0000391,0.0000231,0.001541,0.000609,0.004140
8844,0.0000001,0.0008574,0.0005657,0.000003,0.036044,0.023833
8845,0.0000021,0.0001234,0.0002053,0.000087,0.015416,0.011515
8846,0.0000097,0.0007233,0.0000229,0.000436,0.159538,0.149752
8847,0.0000004,0.0000103,0.0000046,0.000017,0.003733,0.001190
8848,0.0000019,0.0012864,0.0027812,0.000081,0.112656,0.080850
8849,0.0000002,0.0000088,0.0000063,0.000007,0.001310,0.001283
8850,0.0000134,0.0024330,0.0008326,0.000490,0.128346,0.091513
8851,0.0000000,0.0000056,0.0000133,0.000001,0.002626,0.001762
8852,0.0000002,0.0002964,0.0002750,0.000022,0.006091,0.011389
8853,0.0000205,0.0000748,0.0006699,0.001515,0.014818,0.008757
8854,0.0000006,0.0000795,0.0002969,0.000046,0.006125,0.005531
8855,0.0000680,0.0002008,0.0003336,0.004906,0.008404,0.015968
8856,0.0000001,0.0005005,0.0010190,0.000009,0.008700,0.008381
8857,0.0000148,0.0002637,0.0000463,0.001134,0.005810,0.014653
8858,0.0000374,0.0001217,0.0000490,0.002426,0.005094,0.008950
8859,0.0000022,0.0047259,0.0000180,0.000063,0.318715,0.078976
8860,0.0000002,0.0012858,0.0000500,0.000006,0.015909,0.031659
8861,0.0000512,0.0001241,0.0000916,0.002441,0.011349,0.018680
8862,0.0000250,0.0021721,0.0001682,0.001465,0.008352,0.058222
8863,0.0002836,0.0001298,0.0000413,0.013817,0.013886,0.025085
8864,0.0000001,0.0003918,0.0000171,0.000004,0.000789,0.010933
8865,0.0002517,0.0001869,0.0004560,0.008839,0.068536,0.034623
8866,0.0000019,0.0000099,0.0000107,0.000062,0.003103,0.002223
8867,0.0000000,0.0000125,0.0000042,0.000000,0.002029,0.001231
8868,0.0000000,0.0002335,0.0004488,0.000011,0.088629,0.036885
8869,0.0000004,0.0000156,0.0000015,0.000002,0.004514,0.007122
8870,0.0000035,0.0000238,0.0000601,0.000134,0.002459,0.002395
8871,0.0000001,0.0003433,0.0000794,0.000001,0.003661,0.002694
8872,0.0000176,0.0000058,0.0000011,0.000537,0.065884,0.004532
8873,0.0000015,0.0000987,0.0002399,0.000111,0.007463,0.007272
8874,0.0000316,0.0001368,0.0006655,0.002241,0.021658,0.006897
8875,0.0000784,0.0013217,0.0062801,0.005946,0.090001,0.070449
8876,0.0000754,0.0000576,0.0000178,0.004917,0.005774,0.007044
8877,0.0000000,0.0003423,0.0006752,0.000003,0.023402,0.012387
8878,0.0000000,0.0014419,0.0013395,0.000001,0.064106,0.041533
8879,0.0000000,0.0002120,0.0002409,0.000002,0.017714,0.014646
8880,0.0000005,0.0031444,0.0034173,0.000023,0.154698,0.100872
8881,0.0000000,0.0035866,0.0020177,0.000003,0.094224,0.064993
8882,0.0000007,0.0010984,0.0007877,0.000056,0.100302,0.073765
8883,0.0000000,0.0003009,0.0006107,0.000001,0.006751,0.005180
8884,0.0000000,0.0005336,0.0003057,0.000001,0.010319,0.008097
8885,0.0000058,0.0001880,0.0001237,0.000426,0.007357,0.001574
8886,0.0001248,0.0048956,0.0046668,0.009669,0.113923,0.149452
8887,0.0000001,0.0001049,0.0000159,0.000006,0.002163,0.003257
8888,0.0000061,0.0000851,0.0000474,0.000277,0.005540,0.002508
8889,0.0000001,0.0000146,0.0000069,0.000005,0.001417,0.001221
8890,0.0001655,0.0001349,0.0000230,0.005327,0.188946,0.019853
8891,0.0000901,0.0003693,0.0004026,0.003388,0.131206,0.078524
8892,0.0000124,0.0000116,0.0000044,0.000407,0.006321,0.002569
8893,0.0000839,0.0011718,0.0009645,0.005544,0.073692,0.036747
8894,0.0000168,0.0043128,0.0021118,0.001137,0.074828,0.128874
8895,0.0000001,0.0002834,0.0003941,0.000009,0.007174,0.013381
8896,0.0000001,0.0003328,0.0000457,0.000006,0.001493,0.011212
8897,0.0000002,0.0004430,0.0004839,0.000014,0.018846,0.023699
8898,0.0000046,0.0001682,0.0000395,0.000294,0.003105,0.010048
8899,0.0000013,0.0009002,0.0005461,0.000062,0.052177,0.086014
8900,0.0000091,0.0070091,0.0044211,0.000503,0.169692,0.240982
8901,0.0000002,0.0005937,0.0002892,0.000005,0.043253,0.028164
8902,0.0000001,0.0005507,0.0000186,0.000014,0.019127,0.059319
8903,0.0000003,0.0000277,0.0000141,0.000019,0.001143,0.000931
8904,0.0000339,0.0030034,0.0001205,0.001830,0.056563,0.358768
8905,0.0000974,0.0476455,0.0026737,0.004823,0.347559,3.462696
8906,0.0012184,0.0010047,0.0000924,0.037466,15.395434,0.736767
8907,0.0000002,0.0000082,0.0000017,0.000007,0.001870,0.001721
8908,0.0000001,0.0002766,0.0001184,0.000002,0.004510,0.001895
8909,0.0000036,0.0019560,0.0020990,0.000158,0.012356,0.083478
8910,0.0000556,0.0000288,0.0000625,0.001923,0.009572,0.004654
8911,0.0000034,0.0000129,0.0000065,0.000124,0.001608,0.001421
8912,0.0000391,0.0002793,0.0000115,0.001450,0.051942,0.086039
8913,0.0000005,0.0000113,0.0000024,0.000005,0.035131,0.013535
8914,0.0000006,0.0036074,0.0011693,0.000020,0.178169,0.128650
8915,0.0000828,0.0013763,0.0005723,0.001718,51.616953,0.506442
8916,0.0000237,0.0002022,0.0000659,0.001172,0.007101,0.007068
8917,0.0002741,0.0001263,0.0000846,0.007166,0.151273,0.023826
8918,0.0000002,0.0001241,0.0001079,0.000012,0.003534,0.004441
8919,0.0001352,0.0000346,0.0000306,0.006693,0.010112,0.009830
8920,0.0000547,0.0004621,0.0001760,0.003588,0.007422,0.034424
8921,0.0000003,0.0000574,0.0000275,0.000020,0.001927,0.004067
8922,0.0000002,0.0003070,0.0000571,0.000015,0.003791,0.013041
8923,0.0000429,0.0008405,0.0002241,0.003112,0.029299,0.058830
8924,0.0000000,0.0001331,0.0001626,0.000001,0.002856,0.006735
8925,0.0000446,0.0001038,0.0003828,0.003349,0.006556,0.008963
8926,0.0001197,0.0003817,0.0000056,0.003539,2.402684,0.388131
8927,0.0000029,0.0000628,0.0000171,0.000189,0.002913,0.005576
8928,0.0000000,0.0003168,0.0005431,0.000001,0.011817,0.004644
8929,0.0000001,0.0002838,0.0000845,0.000003,0.002980,0.012277
8930,0.0006730,0.0027689,0.0011342,0.056583,0.030248,0.119342
8931,0.0000191,0.0003282,0.0001246,0.001298,0.005239,0.021568
8932,0.0000018,0.0000422,0.0000087,0.000070,0.001519,0.004133
8933,0.0000000,0.0000129,0.0000048,0.000002,0.002062,0.001175
8934,0.0000006,0.0000091,0.0000033,0.000021,0.001959,0.000868
8935,0.0000044,0.0008202,0.0011943,0.000318,0.028880,0.050595
8936,0.0000002,0.0016063,0.0019982,0.000018,0.028341,0.021769
8937,0.0000004,0.0004135,0.0002500,0.000029,0.004938,0.013412
8938,0.0025338,0.0018419,0.0019135,0.205817,0.095476,0.101996
8939,0.0000001,0.0003712,0.0000037,0.000016,0.009346,0.070431
8940,0.0000000,0.0018597,0.0000024,0.000007,0.005771,0.037431
8941,0.0000025,0.0000116,0.0000049,0.000078,0.050722,0.001557
8942,0.0000000,0.0000162,0.0000088,0.000000,0.006315,0.003143
8943,0.0000016,0.0000709,0.0000716,0.000066,0.005954,0.003847
8944,0.0000006,0.0000212,0.0000027,0.000016,0.003991,0.007625
8945,0.0000340,0.0004037,0.0002827,0.001130,0.059880,0.026119
8946,0.0000003,0.0000103,0.0000114,0.000013,0.001951,0.001298
8947,0.0000047,0.0000798,0.0000335,0.000216,0.002979,0.004001
8948,0.0000188,0.0001633,0.0000182,0.001124,0.005266,0.010705
8949,0.0000000,0.0027739,0.0035382,0.000002,0.094951,0.068120
8950,0.0000055,0.0000112,0.0000023,0.000184,0.001148,0.002230
8951,0.0000000,0.0000130,0.0000134,0.000000,0.003008,0.001484
8952,0.0000003,0.0049496,0.0031180,0.000028,0.042548,0.208558
8953,0.0000000,0.0000105,0.0000299,0.000002,0.003042,0.001680
8954,0.0000016,0.0042492,0.0034652,0.000120,0.090676,0.157885
8955,0.0000001,0.0010857,0.0010864,0.000004,0.045156,0.026373
8956,0.0010848,0.0010750,0.0007720,0.071366,0.029174,0.134145
8957,0.0002321,0.0020669,0.0027057,0.017020,0.051599,0.092661
8958,0.0000004,0.0001066,0.0000834,0.000019,0.004384,0.003587
8959,0.0002518,0.0019164,0.0004445,0.018019,0.010223,0.105321
8960,0.0000055,0.0004868,0.0012051,0.000238,0.039602,0.052199
8961,0.0005458,0.0005094,0.0000298,0.018124,3.371690,0.190653
8962,0.0000417,0.0000607,0.0000089,0.001312,0.130205,0.007868
8963,0.0000020,0.0000083,0.0000022,0.000054,0.023837,0.003842
8964,0.0003823,0.0017758,0.0012718,0.031858,0.024178,0.074876
8965,0.0000841,0.0001102,0.0000011,0.002782,0.076391,0.028557
8966,0.0000587,0.0002990,0.0000158,0.001995,0.005970,0.061436
8967,0.0000000,0.0000043,0.0000036,0.000001,0.001534,0.001399
8968,0.0000001,0.0002059,0.0001110,0.000004,0.016351,0.009914
8969,0.0000000,0.0000693,0.0002529,0.000000,0.003657,0.005820
8970,0.0000655,0.0000159,0.0000014,0.002114,0.023669,0.007221
8971,0.0002208,0.0006688,0.0003295,0.008502,0.185987,0.151501
8972,0.0000168,0.0015359,0.0015236,0.001375,0.026747,0.025566
8973,0.0000194,0.0000350,0.0000590,0.001216,0.003904,0.004687
8974,0.0002182,0.0005021,0.0034930,0.016891,0.014824,1.801988
8975,0.0000007,0.0000713,0.0000214,0.000042,0.002721,0.003832
8976,0.0000005,0.0000317,0.0000016,0.000018,0.004004,0.009291
8977,0.0000300,0.0006149,0.0055620,0.003029,0.052501,0.040135
8978,0.0000252,0.0000156,0.0000006,0.000752,0.178157,0.005580
8979,0.0000002,0.0042152,0.0094930,0.000017,0.049231,0.074450
8980,0.0000010,0.0000484,0.0000355,0.000055,0.002832,0.002894
8981,0.0000001,0.0003332,0.0001306,0.000002,0.005820,0.006340
8982,0.0000007,0.0000715,0.0000933,0.000045,0.003543,0.004434
8983,0.0000002,0.0001400,0.0000635,0.000003,0.009194,0.004830
8984,0.0007475,0.0026306,0.0010513,0.036983,0.149145,0.243985
8985,0.0002815,0.0032329,0.0031062,0.026056,0.152735,0.156542
8986,0.0000003,0.0000984,0.0000039,0.000014,0.010095,0.027404
8987,0.0000000,0.0004053,0.0005385,0.000001,0.021160,0.011032
8988,0.0008501,0.0005379,0.0000592,0.022099,0.949815,0.494645
8989,0.0016735,0.0016359,0.0025396,0.136726,0.117759,0.136377
8990,0.0000012,0.0000131,0.0000174,0.000039,0.002466,0.003860
8991,0.0000295,0.0000235,0.0000087,0.001308,0.004219,0.003476
8992,0.0000048,0.0007162,0.0004161,0.000425,0.018841,0.042617
8993,0.0000044,0.0002334,0.0000968,0.000285,0.006330,0.006535
8994,0.0000005,0.0000228,0.0000110,0.000020,0.002236,0.001853
8995,0.0000808,0.0006294,0.0006051,0.004048,0.073295,0.043867
8996,0.0000120,0.0000573,0.0000099,0.000383,0.002247,0.013015
8997,0.0000005,0.0029872,0.0006849,0.000028,0.052563,0.145206
8998,0.0006938,0.0007804,0.0001603,0.022665,8.813083,0.352302
8999,0.0001702,0.0002679,0.0020521,0.012554,0.015236,0.012791
9000,0.0000813,0.0007799,0.0006964,0.006013,0.020743,0.022901
9001,0.0000803,0.0001715,0.0001539,0.006284,0.007049,0.012797
9002,0.0000000,0.0002512,0.0004143,0.000006,0.038776,0.018608
9003,0.0000000,0.0001268,0.0000805,0.000002,0.019910,0.011123
9004,0.0000983,0.0000179,0.0000266,0.003077,0.267486,0.012851
9005,0.0000004,0.0037459,0.0006708,0.000014,0.050868,0.151835
9006,0.0000004,0.0001718,0.0001179,0.000024,0.010090,0.005908
9007,0.0000010,0.0000635,0.0000628,0.000070,0.009512,0.002703
9008,0.0084940,0.0155317,0.0014683,0.682053,0.280053,0.604693
9009,0.0000056,0.0001638,0.0001910,0.000414,0.005287,0.008309
9010,0.0000046,0.0002478,0.0001954,0.000351,0.005295,0.010165
9011,0.0000054,0.0002807,0.0001097,0.000352,0.006472,0.018783
9012,0.0000222,0.0000215,0.0000213,0.000882,0.006981,0.004350
9013,0.0000512,0.0001120,0.0000465,0.002423,0.003983,0.009550
9014,0.0000414,0.0001781,0.0002080,0.003124,0.007071,0.005149
9015,0.0000005,0.0001994,0.0001758,0.000026,0.010264,0.008453
9016,0.0000234,0.0359091,0.0029795,0.001056,5.152895,0.023901
9017,0.0000060,0.0002922,0.0000242,0.000328,0.005714,0.019878
9018,0.0000002,0.0002054,0.0004019,0.000020,0.013792,0.005385
9019,0.0000002,0.0004493,0.0000448,0.000013,0.006804,0.012477
9020,0.0000163,0.0006138,0.0000260,0.000921,0.007775,0.027214
9021,0.0000000,0.0000835,0.0000535,0.000002,0.004945,0.003869
9022,0.0000331,0.0000500,0.0000344,0.001088,0.029569,0.003437
9024,0.0000386,0.0002999,0.0006342,0.003023,0.009616,0.035764
9025,0.0000113,0.0000082,0.0000027,0.000480,0.108333,0.009377
9026,0.0012450,0.0009517,0.0000996,0.040482,1.653447,0.330051
9027,0.0000451,0.0002506,0.0001971,0.003103,0.006237,0.012132
9028,0.0000007,0.0000598,0.0000167,0.000042,0.002890,0.003020
9029,0.0001954,0.0003648,0.0002141,0.009851,0.041144,0.024885
9031,0.0000012,0.0005745,0.0006498,0.000096,0.014728,0.015419
9032,0.0000116,0.0001038,0.0003514,0.000845,0.008128,0.006021
9033,0.0001105,0.0000867,0.0000141,0.003399,0.091368,0.036636
9034,0.0000001,0.0001969,0.0014783,0.000016,0.120288,0.048508
9035,0.0000064,0.0001094,0.0000459,0.000277,0.003231,0.015228
9036,0.0001141,0.0001639,0.0003402,0.004162,0.076272,0.020392
9037,0.0000018,0.0003082,0.0000479,0.000100,0.001494,0.004454
9038,0.0000284,0.0000812,0.0000810,0.001516,0.005827,0.004663
9039,0.0000007,0.0003917,0.0002013,0.000022,0.030207,0.020117
9040,0.0002536,0.0005901,0.0000114,0.008947,0.062879,0.124806
9041,0.0000005,0.0047782,0.0049968,0.000050,0.086074,0.141199
9042,0.0000007,0.0020496,0.0000041,0.000036,0.020479,0.105010
9043,0.0000066,0.0000105,0.0000250,0.000194,0.001223,0.003065
9044,0.0000002,0.0002573,0.0003372,0.000017,0.008489,0.005999
9045,0.0000089,0.0000908,0.0000345,0.000544,0.003797,0.007088
9046,0.0000452,0.0044063,0.0002401,0.002948,0.011517,0.200462
9047,0.0002490,0.0130812,0.0063803,0.013453,0.867117,1.057324
9048,0.0000755,0.0014161,0.0003290,0.004939,0.038036,0.047316
9049,0.0000002,0.0001777,0.0000269,0.000018,0.003905,0.013326
9050,0.0000000,0.0016349,0.0001886,0.000001,0.002929,0.017343
9051,0.0000155,0.0000706,0.0000118,0.000956,0.003346,0.006953
9052,0.0000135,0.0000480,0.0000961,0.000863,0.005446,0.003064
9053,0.0000004,0.0000966,0.0000457,0.000017,0.004969,0.010224
9054,0.0000060,0.0001241,0.0004184,0.000302,0.060853,0.024728
9055,0.0002465,0.0001304,0.0001668,0.010859,0.204141,0.065626
9056,0.0000012,0.0027433,0.0030601,0.000053,0.134515,0.086558
9057,0.0000052,0.0000069,0.0000099,0.000148,0.013789,0.003408
9059,0.0000003,0.0040818,0.0037236,0.000027,0.053595,0.101088
9060,0.0000015,0.0037934,0.0077370,0.000128,0.083600,0.119557
9061,0.0000125,0.0001608,0.0001504,0.000887,0.004106,0.010039
9062,0.0000002,0.0005758,0.0001389,0.000013,0.005771,0.004733
9063,0.0000007,0.0001232,0.0001847,0.000050,0.004637,0.005158
9064,0.0000524,0.0001536,0.0000198,0.003724,0.006549,0.009491
9065,0.0000033,0.0000405,0.0000209,0.000172,0.001338,0.005369
9066,0.0000010,0.0025658,0.0049248,0.000041,0.142005,0.143956
9067,0.0000010,0.0000382,0.0000090,0.000042,0.002601,0.001102
9068,0.0047041,0.0023584,0.0002677,0.537540,0.037001,0.106964
9069,0.0000035,0.0020783,0.0010962,0.000410,0.098879,0.049823
9070,0.0026262,0.0235600,0.0014210,0.092457,0.180010,3.968893
9071,0.0000001,0.0000181,0.0001050,0.000006,0.005031,0.004270
9072,0.0006351,0.0022619,0.0010487,0.020476,2.223373,0.185900
9073,0.0000028,0.0042919,0.0031088,0.000204,0.086760,0.166875
9074,0.0001250,0.0005000,0.0006278,0.008364,0.010195,0.035706
9075,0.0005756,0.0011128,0.0001147,0.035181,0.067848,0.047318
9076,0.0000001,0.0010127,0.0004679,0.000006,0.030737,0.042569
9077,0.0000001,0.0002198,0.0001756,0.000005,0.017261,0.010749
9078,0.0000001,0.0000111,0.0000040,0.000006,0.002297,0.001196
9079,0.0000001,0.0003512,0.0001344,0.000005,0.036569,0.030325
9080,0.0000001,0.0000024,0.0000024,0.000004,0.002829,0.001708
9081,0.0000000,0.0000367,0.0000150,0.000001,0.004952,0.003764
9082,0.0000267,0.0006352,0.0003039,0.001016,0.045480,0.045433
9083,0.0000001,0.0001623,0.0000632,0.000008,0.006265,0.006742
9084,0.0000052,0.0004378,0.0005896,0.000570,0.025717,0.007135
9085,0.0000000,0.0005807,0.0003656,0.000002,0.010915,0.009755
9086,0.0001146,0.0009876,0.0003681,0.008410,0.017510,0.046733
9087,0.0000102,0.0004133,0.0001290,0.000732,0.005543,0.018972
9088,0.0000380,0.0004714,0.0002343,0.003229,0.009977,0.029914
9089,0.0000002,0.0003247,0.0000409,0.000015,0.005229,0.014150
9090,0.0000002,0.0000574,0.0000112,0.000007,0.002383,0.000887
9091,0.0000069,0.0000285,0.0000692,0.000459,0.004173,0.003619
9092,0.0000035,0.0023326,0.0000907,0.000126,0.041281,0.174394
9093,0.0000002,0.0005465,0.0000890,0.000009,0.009173,0.021517
9094,0.0000000,0.0000122,0.0000025,0.000000,0.002017,0.001153
9095,0.0000003,0.0001635,0.0008030,0.000023,0.014379,0.008777
9096,0.0002398,0.0005909,0.0000188,0.007480,0.323534,0.014371
9097,0.0002132,0.0006196,0.0000536,0.006996,0.221273,0.189963
9098,0.0000012,0.0070341,0.0007254,0.000128,0.193663,0.922966
9099,0.0000869,0.0004826,0.0002610,0.002885,1.003335,0.519768
9100,0.0000953,0.0002902,0.0003870,0.005791,0.010618,0.019887
9101,0.0000450,0.0004502,0.0020613,0.003586,0.012167,0.015355
9102,0.0015496,0.0007581,0.0004295,0.056665,0.394163,0.143203
9103,0.0000575,0.0032387,0.0016969,0.005124,0.021062,0.070554
9104,0.0000213,0.0000333,0.0000300,0.000959,0.001986,0.001992
9105,0.0000000,0.0000057,0.0000075,0.000000,0.001838,0.001248
9106,0.0000002,0.0002601,0.0001281,0.000011,0.036712,0.002818
9107,0.0000007,0.0002905,0.0007583,0.000043,0.052284,0.027221
9108,0.0000015,0.0019664,0.0000116,0.000066,0.035250,0.070853
9109,0.0000004,0.0000471,0.0000456,0.000026,0.003083,0.003707
9110,0.0000000,0.0004269,0.0002321,0.000001,0.006588,0.003877
9111,0.0000119,0.0005964,0.0005208,0.000836,0.027022,0.029139
9112,0.0000149,0.0000127,0.0000018,0.000471,0.004702,0.003454
9113,0.0000227,0.0002128,0.0001958,0.000956,0.015481,0.003159
9114,0.0000001,0.0001050,0.0001227,0.000006,0.004445,0.007310
9115,0.0000012,0.0001003,0.0000423,0.000069,0.002188,0.004093
9116,0.0000006,0.0001052,0.0001318,0.000045,0.004117,0.004263
9117,0.0001214,0.0009534,0.0013304,0.007378,0.062371,0.033776
9118,0.0009828,0.0069143,0.0006872,0.027304,3.433871,2.331469
9119,0.0000000,0.0000019,0.0000013,0.000002,0.002008,0.001511
9120,0.0000203,0.0012785,0.0009493,0.001508,0.031401,0.052397
9121,0.0000204,0.0000063,0.0000073,0.000382,0.233950,0.008891
9122,0.0000005,0.0066883,0.0000124,0.000090,0.094856,0.474952
9123,0.0000569,0.0000453,0.0000391,0.003077,0.003719,0.003657
9124,0.0000000,0.0000092,0.0000021,0.000000,0.001996,0.001140
9125,0.0000792,0.0015197,0.0014872,0.007222,0.042344,0.047285
9126,0.0000012,0.0003147,0.0000884,0.000064,0.015472,0.027029
9127,0.0001403,0.0000966,0.0000213,0.004666,0.192636,0.014221
9128,0.0000019,0.0005731,0.0004153,0.000144,0.007991,0.020003
9129,0.0000011,0.0007016,0.0057470,0.000038,0.129693,0.099940
9130,0.0000431,0.0005168,0.0001071,0.003123,0.005383,0.035806
9131,0.0000410,0.0000551,0.0000466,0.002620,0.004683,0.007158
9132,0.0001640,0.0000623,0.0000071,0.005102,0.085920,0.038411
9133,0.0000002,0.0001086,0.0035704,0.000053,0.373813,0.146193
9134,0.0000001,0.0001143,0.0000024,0.000004,0.004137,0.003977
9135,0.0000299,0.0001341,0.0000617,0.002070,0.003232,0.005844
9136,0.0000126,0.0001228,0.0000206,0.000807,0.002766,0.004826
9137,0.0000489,0.0001426,0.0000925,0.003235,0.003556,0.007236
9138,0.0000537,0.0046449,0.0039739,0.004427,0.077610,0.136018
9139,0.0000036,0.0001071,0.0002505,0.000228,0.004738,0.007785
9140,0.0000133,0.0018268,0.0002038,0.000903,0.009160,0.047327
9141,0.0001912,0.0001675,0.0000609,0.006802,0.246375,0.023989
9143,0.0000025,0.0041924,0.0036366,0.000194,0.078450,0.138026
9144,0.0000627,0.0002239,0.0003296,0.004210,0.017396,0.020662
9145,0.0000001,0.0003275,0.0002118,0.000005,0.022780,0.020383
9146,0.0000001,0.0001258,0.0000184,0.000006,0.005207,0.003789
9147,0.0000088,0.0011104,0.0005032,0.000797,0.011907,0.034902
9148,0.0015249,0.0025337,0.0024018,0.112186,0.101629,0.188878
9149,0.0000046,0.0002927,0.0002144,0.000241,0.020547,0.011934
9150,0.0001035,0.0003512,0.0000721,0.005932,0.057435,0.021893
9151,0.0000007,0.0000432,0.0000220,0.000040,0.002412,0.002308
9152,0.0001321,0.0002675,0.0002893,0.009136,0.007902,0.022701
9153,0.0000002,0.0001441,0.0000809,0.000009,0.009515,0.004742
9154,0.0000001,0.0001661,0.0000798,0.000004,0.010387,0.008614
9155,0.0000024,0.0000021,0.0000014,0.000001,0.002259,0.001532
9156,0.0000013,0.0053470,0.0029025,0.000099,0.062035,0.109949
9157,0.0000112,0.0005020,0.0000521,0.000700,0.008289,0.033666
9158,0.0000000,0.0002626,0.0002051,0.000002,0.008751,0.010303
9159,0.0000001,0.0000751,0.0000563,0.000004,0.002784,0.002338
9160,0.0000052,0.0135275,0.0019802,0.000077,0.182239,1.161627
9161,0.0000001,0.0002040,0.0037645,0.000070,0.435766,0.160652
9163,0.0015696,0.0010370,0.0001997,0.048639,2.700381,0.288639
9164,0.0000003,0.0000040,0.0000017,0.000008,0.004878,0.002376
9165,0.0000000,0.0019301,0.0006214,0.000010,0.063590,0.036764
9166,0.0000061,0.0000038,0.0000040,0.000188,0.010711,0.001767
9167,0.0000718,0.0000292,0.0000177,0.002320,0.061406,0.000855
9168,0.0000001,0.0001815,0.0000764,0.000005,0.007862,0.010256
9169,0.0000002,0.0002679,0.0005186,0.000028,0.012080,0.006761
9170,0.0000281,0.0001088,0.0005767,0.002034,0.012086,0.003770
9171,0.0000010,0.0000731,0.0000194,0.000059,0.001078,0.003492
9173,0.0000001,0.0001081,0.0000138,0.000006,0.001534,0.002126
9174,0.0000038,0.0038448,0.0035404,0.000321,0.052195,0.089954
9175,0.0000147,0.0002125,0.0001208,0.000752,0.011975,0.003768
9176,0.0000000,0.0013487,0.0012155,0.000002,0.054781,0.037603
9177,0.0000115,0.0019412,0.0000326,0.000500,0.009101,0.048475
9178,0.0000020,0.0000085,0.0000053,0.000096,0.001760,0.001336
9179,0.0000357,0.0001079,0.0000311,0.001261,0.006024,0.005176
9180,0.0000021,0.0000099,0.0000086,0.000071,0.003483,0.001788
9181,0.0000002,0.0001456,0.0000546,0.000011,0.002529,0.003915
9182,0.0000000,0.0003045,0.0003121,0.000003,0.007977,0.008812
9183,0.0001671,0.0004790,0.0004089,0.012331,0.014160,0.026427
9184,0.0000003,0.0000945,0.0002280,0.000012,0.005784,0.004781
9185,0.0000000,0.0000661,0.0000352,0.000000,0.002310,0.003779
9186,0.0000061,0.0001624,0.0002325,0.000442,0.007517,0.007338
9187,0.0000349,0.0001781,0.0000737,0.002140,0.004174,0.013800
9188,0.0002082,0.0000928,0.0000764,0.012920,0.010803,0.017012
9189,0.0000011,0.0001820,0.0003666,0.000072,0.004450,0.001750
9190,0.0000168,0.0001311,0.0000209,0.001006,0.008020,0.010225
9191,0.0000001,0.0001186,0.0001099,0.000004,0.023181,0.009683
9192,0.0000070,0.0036854,0.0005114,0.000380,0.032158,0.378982
9193,0.0001647,0.0039520,0.0008650,0.008359,0.083956,0.268672
9194,0.0000001,0.0002182,0.0002143,0.000006,0.009827,0.004540
9195,0.0000086,0.0000217,0.0000017,0.000362,0.095856,0.010518
9196,0.0000445,0.0030213,0.0016692,0.004125,0.089296,0.072436
9197,0.0000000,0.0002042,0.0011134,0.000000,0.009322,0.018315
9198,0.0000454,0.0001385,0.0013810,0.003415,0.022984,0.009765
9199,0.0000192,0.0008804,0.0006372,0.001468,0.031225,0.039443
9200,0.0000162,0.0000686,0.0000468,0.000975,0.002172,0.004033
9201,0.0000004,0.0000034,0.0000014,0.000014,0.003512,0.002419
9203,0.0006942,0.0012568,0.0000438,0.021711,0.856834,0.279297
9204,0.0000000,0.0000781,0.0000480,0.000003,0.002427,0.002974
9205,0.0000021,0.0000083,0.0000015,0.000063,0.004552,0.003531
9206,0.0001276,0.0003284,0.0001896,0.007790,0.553420,0.046929
9207,0.0001420,0.0004833,0.0001072,0.006230,0.007630,0.015499
9208,0.0000050,0.0010623,0.0000160,0.000249,0.002891,0.024002
9209,0.0013731,0.0038827,0.0020187,0.060619,0.195213,0.752879
9210,0.0003573,0.0047699,0.0040439,0.013051,0.736106,1.542713
9211,0.0000132,0.0002351,0.0005685,0.000932,0.009682,0.011051
9212,0.0000000,0.0000946,0.0000595,0.000001,0.002697,0.003917
9213,0.0000001,0.0000603,0.0000431,0.000006,0.001562,0.002078
9214,0.0000143,0.0005074,0.0004320,0.000907,0.017260,0.013448
9215,0.0000004,0.0007853,0.0006687,0.000034,0.010546,0.022366
9216,0.0000007,0.0001166,0.0016042,0.000052,0.022852,0.008422
9217,0.0000000,0.0010222,0.0002660,0.000004,0.004552,0.032843
9218,0.0000000,0.0001047,0.0003575,0.000003,0.007527,0.005343
9219,0.0003311,0.0013854,0.0006052,0.008899,0.387615,0.856701
9220,0.0000012,0.0001324,0.0001378,0.000078,0.006028,0.003275
9221,0.0000035,0.0002809,0.0003497,0.000242,0.007019,0.012907
9222,0.0000037,0.0000362,0.0000147,0.000129,0.003258,0.001575
9223,0.0000002,0.0010904,0.0010353,0.000030,0.019898,0.016005
9224,0.0000004,0.0009743,0.0012195,0.000016,0.045348,0.053686
9225,0.0000007,0.0000724,0.0000527,0.000034,0.002878,0.004116
9226,0.0000000,0.0000166,0.0000039,0.000000,0.002244,0.001239
9227,0.0003574,0.0017562,0.0011518,0.011345,0.154264,0.112642
